convolution_P100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings
Genetic algorithm,0.5445552839209531,0.356258622149611,0.02,23.82,18.190253052732636,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.9800935598314066,0.03032993278639486,0.6,891.7,155.8448011350277,pop_size=200; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9762392379144259,0.030932482878144547,0.4,1017.52,169.16677437079778,pop_size=200; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9607518595852046,0.03881833034883349,0.18,1130.92,81.27952273682794,pop_size=200; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.9443545036628542,0.039382153427824994,0.16,1091.42,195.6775867573588,pop_size=200; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.9324658242571492,0.033675963096134444,0.08,1132.26,135.74342694651432,pop_size=200; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.9848651135664696,0.029385698693014436,0.78,832.5,99.63735263853775,pop_size=200; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.981292465743623,0.03189560493395911,0.72,804.96,114.03614894105344,pop_size=200; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9702010411370268,0.0328522368164714,0.36,1042.5,101.50404636550914,pop_size=200; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9682263414449896,0.0354037527135067,0.24,1126.48,99.41917853827042,pop_size=200; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.943628665137761,0.0374960529690161,0.08,1121.68,159.1440677050649,pop_size=200; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.954786249814752,0.04316393198543926,0.14,1093.94,200.43731881940099,pop_size=200; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.991808767309627,0.01984079343298617,0.8,864.12,146.81484104483582,pop_size=200; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9875631206938246,0.025479693370793866,0.78,861.72,114.57286069642873,pop_size=200; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9721127509857761,0.03342291514206211,0.3,1033.7,148.28987745325722,pop_size=200; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9530428622405129,0.03481707602348659,0.12,1125.94,99.27130625159496,pop_size=200; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.9485301571422131,0.0415904287011324,0.2,1089.06,179.29651760279617,pop_size=200; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.9488213769115463,0.03595909855414971,0.06,1145.76,108.17909564557229,pop_size=200; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.9488832931300847,0.0365310580486797,0.12,1185.48,132.82814430069914,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.9428511270957499,0.03566321880076453,0.04,1210.06,92.84712253627092,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.9394131361921803,0.03946811830591531,0.02,1252.24,87.7351208386438,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.9538289785666973,0.0430022619259781,0.14,1205.26,182.4997411236632,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.9422064331533205,0.04087719116942812,0.1,1217.6,175.89990196189447,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.9390050563904987,0.04093445532251874,0.08,1230.12,154.92560953501496,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.9413608588138819,0.03682042676025577,0.1,1143.28,52.558631982942316,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.9314377222098753,0.038790627419523924,0.04,1137.08,85.67566749083429,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.9459075182033899,0.040370203739669715,0.08,1253,7.730142433410676,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.9478449942193851,0.039217453892520945,0.08,1221.66,171.5311133793017,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.9264582443060971,0.031935823390962285,0.02,1266.42,44.166239761766874,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.9374806574191905,0.03400354236389166,0.08,1250.82,123.83476317831182,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.9489019937574037,0.039054175032364837,0.12,1172.42,120.17115175567602,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.9486126770823954,0.038565870332195586,0.12,1148.78,160.84411137267446,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.939445521013983,0.03799189325206275,0.1,1212.66,158.9557260910813,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.9360623659484708,0.03438613559765257,0.08,1247.08,85.02120743841336,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.9494212181252273,0.038831585434771554,0.04,1247.52,123.96349693126832,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.9430811873098967,0.042295493939135655,0.06,1254.26,97.9264217748849,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.941339174255406,0.03819920672623705,0.06,1196.4,122.29055397632612,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.9473723545227977,0.03620121115273082,0.08,1217.34,57.265799887321,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.9355162488726537,0.0377684808405885,0.06,1246.02,96.67798221362483,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.9416976593754218,0.03910848048975915,0.08,1234.74,136.22038116558755,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.9435636474927619,0.036041974908843595,0.06,1249.14,106.8070948495655,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.9309388747847724,0.036397122180250874,0.08,1235.78,149.1987155933116,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.9502489136975845,0.038957841501927784,0.14,1102.66,151.66754862567817,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.9435765811742721,0.04352046386674701,0.1,1106.28,148.5370894382124,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.9425329447268878,0.04097992956659885,0.08,1233.94,96.26396744665902,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.9333310937282485,0.032763925913934566,0.02,1270.98,6.409463666313736,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.9431445179256165,0.03851407849236929,0.0,1272.98,7.1213676741915535,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.939856619091358,0.04118569460684128,0.12,1218.56,175.42707770420373,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.9443301153111858,0.03686562644600022,0.06,1190.38,40.583443894861205,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.9411616890539837,0.04066031403663397,0.08,1176.42,96.38466513646965,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.95565777437568,0.0411316480396904,0.16,1186.48,192.12562216913585,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.9425239590862378,0.0397474202173709,0.08,1234.6,149.5770909011436,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.9394471989276176,0.04163310846205693,0.04,1248,124.46751891680866,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.9375107580868994,0.040021097437314135,0.08,1247.96,123.35132503445232,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.940155358549181,0.034502527153322776,0.04,1209.78,81.74831708933692,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.9473338965080038,0.03515813922302994,0.02,1211.32,85.63673634746304,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.9343732041656179,0.03676276731684162,0.08,1249.9,60.79649895935033,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.9341609901995775,0.04008432467228843,0.02,1272.5,5.845807847317179,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.9278000870385343,0.03953299022769173,0.02,1267.46,43.88491907761686,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.9306779461962399,0.034986963113428256,0.04,1249.48,124.83478714538128,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.9475847337419165,0.03794308589121356,0.14,1086.28,139.4635553300794,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.9370018530093495,0.042336322528593436,0.06,1142.86,14.049489786654394,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.9475570465091416,0.03704095501341668,0.08,1214.64,146.33073525965983,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.9397652051694982,0.04317146917465977,0.06,1245.32,106.01356093463146,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.9432160004385409,0.04438395040139348,0.06,1248.88,123.8370621388592,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.9376276055226166,0.04581935908901542,0.06,1242.46,130.56098895433772,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.9501803753398621,0.03934486197914331,0.1,1146.48,143.87313572614406,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.9504111879245365,0.04064334521577268,0.08,1170.4,88.07302165167914,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.9507750162992147,0.04001987996789503,0.12,1218.88,147.69903762139316,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.9376456895616212,0.042258958260392644,0.06,1247.14,123.58769669959143,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.9398720187595095,0.04137547006212074,0.12,1223.82,157.97619169627157,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.9329837229399347,0.038590154377784944,0.06,1249.98,107.02021361616215,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.9628692148444812,0.03463386314316828,0.18,1148.88,177.71011019440093,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.9604973381361861,0.03736375558061148,0.22,1153.34,163.81306045462372,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.953258371374434,0.036562178006493376,0.1,1245.28,59.17909172975861,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.9418185949795932,0.03892127156815293,0.08,1240.4,129.75125338547616,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.9238582492033692,0.03597432174242703,0.04,1259.98,89.08182205370613,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.9357838221958727,0.031074924108760886,0.02,1260.12,89.20754063487261,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.957767961423714,0.03523164222380171,0.14,1117.9,50.37097074583287,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.9569985007766342,0.039036723221732746,0.1,1112.46,61.36548587881349,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.946562711980259,0.03620135570553574,0.04,1247.34,8.198083399708217,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.9399291451122833,0.03683155072427583,0.06,1239.12,130.46442004607687,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.9362003960250125,0.03835804296813806,0.04,1260.14,88.4771410579926,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.9320611051691656,0.03518273600427367,0.02,1261.2,87.52608940499177,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.953267369204808,0.03341915391043659,0.16,1133.32,140.12886780330714,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.9601594639353217,0.037659071324338905,0.14,1142.08,118.6864915030608,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.9525558459669317,0.03489426749582693,0.14,1235.76,94.66084680778715,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.9409920741452765,0.0380790015993373,0.08,1240.68,129.33794367264923,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.9443877318945695,0.03782548261557165,0.1,1243.32,114.49381767464253,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.9466691559463141,0.04291873926474307,0.1,1248.64,124.02036699095608,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.9694388224632202,0.03310353107944982,0.28,1141.76,144.62302297874362,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9724534428247674,0.03162517905073481,0.26,1146.96,140.64776672849905,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9545680576953606,0.034029510404643956,0.1,1241.06,57.662781120325896,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9540318212827738,0.03952406187322107,0.12,1241.26,129.74603293058516,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.9505823287982407,0.03796873423085586,0.08,1260.16,61.54486002842453,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.9467590034780944,0.038354514602913906,0.1,1272.44,6.670556688209182,pop_size=330; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.9741506646819582,0.028727029196806045,0.22,1055.12,143.70727617100601,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9767445578949782,0.02864004170217102,0.28,1084.86,76.67530533998278,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9649070691214496,0.03741194818697836,0.14,1204.6,128.65743155324355,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9527262537604595,0.038740687450853635,0.12,1226.16,153.95683996311618,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.9476437060758451,0.04055554211973684,0.08,1227.62,154.51357380436167,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.9459485020784233,0.03926669025686571,0.1,1248.52,84.44566904470686,pop_size=330; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.9701930756400564,0.033915680334349885,0.3,1118.62,111.74330825054138,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.9758253925611513,0.026662730430230656,0.2,1129.38,87.09644900092901,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.9676280316812402,0.03454802295785293,0.22,1206,122.68210121767427,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.9455929931329353,0.03626550153397347,0.08,1233.3,149.13769148142316,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.9517581310931874,0.03818121627336622,0.12,1203,192.2306225472361,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.9448718402057042,0.03623865547927101,0.04,1248.16,123.58461696756764,pop_size=330; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.942268381021712,0.03681573089207482,0.08,1362.08,122.64247691096728,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.9402283649957839,0.03599680296721325,0.04,1388.1,64.38444798906909,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.9563001643887561,0.0375772447788823,0.16,1376.68,152.2683506584507,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.951946475731048,0.04193358616945943,0.08,1413.26,112.81569039810022,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.9403669397014972,0.04308490605528319,0.08,1410.56,113.05735586102178,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.9526506150806354,0.03895368868295932,0.08,1421.8,91.96960456186221,pop_size=500; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.9412755155580893,0.037010687357224716,0.06,1320.34,59.887176236244606,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.9429559173574995,0.03775425356577703,0.06,1302.54,99.38057339010949,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.9491385532889428,0.036326200719902606,0.08,1400.58,90.00568916258935,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.949886324155698,0.03936124718105436,0.08,1420.76,92.57992906297845,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.9430759484109975,0.035079322775328596,0.08,1413.22,111.80746753199612,pop_size=500; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
