convolution_P100_processed,,,,,,,,,,
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,,,,
Genetic local search,0.991121719397843,0.022749206449799,0.86,815.72,3.56307594699883,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.996255482876579,0.015653407028408,0.92,692.64,61.2834698223704,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.992046152926474,0.019902870483483,0.84,822.1,2.6973153697856,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.996773177777266,0.013407379651714,0.92,707.48,52.746308508032,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.994123592969424,0.017716872326146,0.88,823.4,2.80669752919836,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.999691892896133,0.002178646224762,0.98,706.18,66.4194125790566,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.990872985936516,0.020827898791084,0.82,815.66,3.92589519233824,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.996034828323976,0.015012224090742,0.92,698.32,52.8881916530196,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.996342935427843,0.014930502283553,0.94,822.18,3.16672753253357,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.994383224314869,0.018889495960311,0.88,715.86,61.290212955101,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.988680183305244,0.02413415847377,0.78,824.16,2.47732574707947,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.987595769828062,0.028995093579761,0.84,731.66,62.8082959553619,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.992157109199216,0.019932000494682,0.86,815.44,3.16975502819627,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.997819634334423,0.011386865574674,0.94,695.14,59.034064880597,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.992574914582944,0.020432939462662,0.86,822.28,3.37481669948192,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.994726962916017,0.019908013779093,0.92,712.48,64.7772446818436,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.991639414298529,0.02139343348949,0.86,823.98,2.93111387895943,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.996129053532474,0.015648073802397,0.9,708.9,59.7806364117673,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.994767717214216,0.01585621130963,0.9,815.4,3.59705094628976,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.997389391985,0.013181108205187,0.96,708.32,52.9522079476448,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.992674804099902,0.018339665641662,0.86,822.12,2.93215808243829,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.997907086885686,0.010357233856625,0.96,700.24,62.4390510981775,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.990857793953848,0.020791039076778,0.8,823.06,3.29136160646165,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.99477878397,0.018264022124391,0.92,702.94,64.7829689133224,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.991093640489119,0.021349194473961,0.82,816.06,3.18420848461111,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.997819634334423,0.011386865574674,0.94,701,62.2945603154718,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.987971282970588,0.023149340335034,0.78,822.6,2.91372543633873,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.997598979781819,0.010521539320832,0.94,701.28,64.8857834811231,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.977609100071816,0.031527652471155,0.6,828.9,2.56546928515257,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.994186185700773,0.015361649858847,0.8,809.72,3.94368521325226,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.97126117832343,0.031317827286565,0.52,819.08,4.02461812106542,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.98573262488427,0.02983558888266,0.74,804.64,2.57745325973575,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.971663510635796,0.031908254916925,0.52,826.46,3.02513281880789,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.991163816008125,0.02200132763078,0.74,805.38,18.9142965040971,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.978101513770844,0.031133537146102,0.58,828.68,3.0199337741083,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.988913148616791,0.023869333844908,0.72,809.04,4.27121356362831,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.97054092224488,0.034118650871734,0.54,818.46,4.12661842091521,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.990405615673151,0.024420891961811,0.82,805.54,2.90116092174797,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.971552273274358,0.031839561532835,0.52,826.6,3.49927106111883,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.982251469749516,0.031935926329597,0.72,805.54,9.85447168776175,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.974114574402602,0.03378100468702,0.6,829.1,2.80851475019107,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.985515727317156,0.02804943909491,0.68,808.96,4.02015331213391,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.960708623280302,0.044594814788461,0.48,819.5,3.92402334137725,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.987619385766569,0.027215887986882,0.76,805.78,3.29681355126988,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.970379040819814,0.037419713475671,0.52,827.12,3.08809432022603,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.9879295798694,0.024921919535136,0.72,808.08,3.72985746841537,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.983118208017391,0.030128134292355,0.72,829.46,2.94999135246052,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.984493169849846,0.027908684376471,0.66,807.86,5.92817554616279,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.969411931382467,0.033793987365081,0.5,819.4,4.28571428571429,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.990081285203333,0.023418636195042,0.76,805.38,3.00944092712875,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.974411614750685,0.032708985410065,0.6,827.08,3.10259930525674,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.996156963569531,0.013601437646825,0.88,808.26,3.48061688175401,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.974733474450577,0.032998118074071,0.6,828.44,3.15685195815614,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.990811217750778,0.022866211674195,0.8,808.72,3.62553303610909,pop_size=40, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.984273121101093,0.027224571187116,0.72,819.22,4.39986085123201,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.98562687904884,0.029751701525457,0.78,805.5,3.17033443159602,pop_size=40, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.981070552894423,0.029782001873121,0.68,826.02,3.50212763319438,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.995342869579518,0.016631382849398,0.86,805.9,7.42101263787016,pop_size=40, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.991919723582369,0.019871367044397,0.82,848.38,3.50445780254177,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.997716820928825,0.005422158607931,0.84,827.7,4.35772829790561,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.991121719397843,0.022749206449799,0.86,831.14,5.15874529912308,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.993952981965446,0.019946845334545,0.9,818.9,4.06704024156765,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.990542352647964,0.022705183674748,0.82,844.26,3.91131273959764,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.986220882085181,0.029325294742443,0.8,825.76,4.6971984702999,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.991539524781572,0.02320839514314,0.86,847.16,4.07260634593863,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.994148467204528,0.017818251884947,0.84,828.22,4.68732550695631,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.992674804099902,0.018339665641662,0.86,831.42,5.34938485878021,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.994982566051712,0.02188762256904,0.92,817.66,4.12365005740283,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.993902204372865,0.016759804567535,0.86,843.78,5.11616086932539,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.991209200993067,0.024372148683595,0.84,825.76,4.10852771683483,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.981819969103497,0.030762884137712,0.7,848.44,3.52923649024568,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.97742122419768,0.031890582149769,0.52,827.34,3.56633923094874,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.98161807892646,0.033855451986117,0.76,832,6.36315927180574,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.983419252364084,0.031850713519086,0.68,818.64,4.5254833995939,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.982884034834076,0.02981395111066,0.74,844.62,4.98933556575974,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.985886400810105,0.027155895103844,0.74,824.68,4.95876877411138,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.987088926847964,0.026363515932078,0.78,848.34,3.75586616005481,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.986518186094412,0.029178467809656,0.76,827,4.07581217648203,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.990604024497156,0.024017219585104,0.86,831.72,4.8023803621597,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.990695467865422,0.02668658688606,0.86,818.12,3.97769290120876,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.993721260657059,0.017175529284195,0.88,843.6,4.44926042925641,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.982978752447022,0.030209969873767,0.7,826.22,5.51913184536577,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.991512984954424,0.02136167186523,0.84,848,3.70328039909021,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.992819072857026,0.021475846425551,0.86,828.98,4.3588521237517,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.993251998368293,0.02082929399507,0.9,830.24,5.60087456727673,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.987987998064084,0.028270287269526,0.78,818.86,4.0204071273178,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.9901584212934,0.022174342200844,0.8,844.58,4.22379073383913,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.991118683595889,0.02410101733038,0.84,826.44,4.96995051919688,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.994431364271942,0.017011780639542,0.9,845.22,3.28440967888836,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.998337329235109,0.007920658275941,0.94,815.68,3.59387233598342,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.993203565756372,0.018895653377459,0.88,829.4,5.08699823278996,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.996563589980446,0.015570595123747,0.94,809.54,3.21482535152632,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.994250022313529,0.017736176306107,0.9,841.4,3.65892813567591,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.997203420126688,0.011671246180448,0.9,813.04,3.62508268730465,pop_size=64, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.986935893169215,0.025441872736661,0.78,845.08,3.16124491106828,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.998494640761776,0.0106444972547,0.98,815.1,3.7211475078946,pop_size=64, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.996342935427843,0.014930502283553,0.94,829.14,6.34070104924671,pop_size=64, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
